name,address,phone_number,url,maps_link
Curaleaf (AZ) - Central,"3333 S Central Ave  Phoenix, AZ",(480) 739-0366,https://dutchie.com/dispensary/curaleaf-az-central/info,https://www.google.com/maps?q=3333%20S%20Central%20Ave%2C%20Phoenix%2C%20AZ%2085040
The Mint - Phoenix,"17036 N Cave Creek Rd  Phoenix, AZ",(480) 749-6468,https://dutchie.com/dispensary/the-mint-dispensary-bell-rd/info,https://www.google.com/maps?q=17036%20N%20Cave%20Creek%20Rd%2C%20Phoenix%2C%20AZ%2085032
Curaleaf (AZ) - Mid Town,"2918 N Central Ave  Phoenix, AZ",(602) 466-1087,https://dutchie.com/dispensary/curaleaf-az-mid-town/info,https://www.google.com/maps?q=2918%20N%20Central%20Ave%2C%20Phoenix%2C%20AZ%2085012
Health for Life - Cave Creek,"21035 N Cave Creek Rd  Phoenix, AZ",(602) 842-5790,https://dutchie.com/dispensary/health-for-life-cave-creek/info,https://www.google.com/maps?q=21035%20N%20Cave%20Creek%20Rd%2C%20Phoenix%2C%20AZ%2085024
Trulieve of Phoenix - Tatum,"16635 N Tatum Blvd  Phoenix, AZ",(480) 440-5839,https://dutchie.com/dispensary/trulieve-of-phoenix-tatum/info,https://www.google.com/maps?q=16635%20N%20Tatum%20Blvd%2C%20Phoenix%2C%20AZ%2085032
Herbal Wellness Center - North,"1720 E Deer Valley Dr  Phoenix, AZ",(602) 877-0211,https://dutchie.com/dispensary/herbal-wellness-center-north/info,https://www.google.com/maps?q=1720%20E%20Deer%20Valley%20Dr%2C%20Phoenix%2C%20AZ%2085024
Trulieve of Roosevelt Row,"1007 N 7th St  Phoenix, AZ",(480) 851-6184,https://dutchie.com/dispensary/trulieve-phx-roosevelt/info,https://www.google.com/maps?q=1007%20N%207th%20St%2C%20Phoenix%2C%20AZ%2085006
Story Kingman,"2095 E Northern Ave  Kingman, AZ",(928) 238-4327,https://dutchie.com/dispensary/story-of-kingman/info,https://www.google.com/maps?q=2095%20E%20Northern%20Ave%2C%20Kingman%2C%20AZ%2086409
LunchBox Dispensary,"3270 AZ-82  Sonoita, AZ",(520) 524-4414,https://dutchie.com/dispensary/kor-medical/info,https://www.google.com/maps?q=3270%20AZ-82%2C%20Sonoita%2C%20AZ%2085637
Re-Leaf Dispensary (Patagonia),"436 Naugle Ave  Patagonia, AZ",(520) 394-0093,https://dutchie.com/dispensary/releaf-dispensary-patagonia/info,https://www.google.com/maps?q=436%20Naugle%20Ave%2C%20Patagonia%2C%20AZ%2085624
Story Lake Havasu,"200 London Bridge Rd  Lake Havasu City, AZ",(928) 543-9505,https://dutchie.com/dispensary/story-of-arizona-lake-havasu/info,https://www.google.com/maps?q=200%20London%20Bridge%20Rd%2C%20Lake%20Havasu%20City%2C%20AZ%2086403
Zanzibar Cannabis Dispensary,"60 E Main St  Quartzsite, AZ",Not Listed,https://dutchie.com/dispensary/Zanzibar-Cannabis-Dispensary/info,https://www.google.com/maps?q=60%20E%20Main%20St%2C%20Quartzsite%2C%20AZ%2085346
Nirvana Cannabis - Prescott Valley,"6287 E Copper Hill Dr  Prescott Valley, AZ",(928) 227-2441,https://dutchie.com/dispensary/nirvana-center-phoenix-total-accountability-systems/info,https://www.google.com/maps?q=6287%20E%20Copper%20Hill%20Dr%2C%20Prescott%20Valley%2C%20AZ%2086314
All Greens Dispensary (Quartzsite),"1035 W Main St  Quartzsite, AZ",(928) 245-0804,https://dutchie.com/dispensary/all-greens-dispensary/info,https://www.google.com/maps?q=1035%20W%20Main%20St%2C%20Quartzsite%2C%20AZ%2085346
Trulieve of Sierra Vista,"1633 AZ-92  Sierra Vista, AZ",(520) 678-1405,https://dutchie.com/dispensary/trulieve-of-sierra-vista/info,https://www.google.com/maps?q=1633%20AZ-92%2C%20Sierra%20Vista%2C%20AZ%2085635
Curaleaf (AZ) - Sedona,"465 Jordan Rd  Sedona, AZ",(928) 202-3512,https://dutchie.com/dispensary/curaleaf-sedona/info,https://www.google.com/maps?q=465%20Jordan%20Rd%2C%20Sedona%2C%20AZ%2086336
Tucson Saints,"112 S Kolb Rd  Tucson, AZ",(520) 886-1003,https://dutchie.com/dispensary/tucson-saints/info,https://www.google.com/maps?q=112%20S%20Kolb%20Rd%2C%20Tucson%2C%20AZ%2085710
Desert Bloom Re-Leaf Center,"E 22nd St  Tucson, AZ",(520) 886-1760,https://dutchie.com/dispensary/desert-bloom-re-leaf-center-dispensary/info,https://www.google.com/maps?q=%20E%2022nd%20St%2C%20Tucson%2C%20AZ%2085710
Harvest of Tucson - Menlo Park,"1010 S Freeway  Tucson, AZ",(520) 640-4402,https://dutchie.com/dispensary/harvest-of-tucson-i-10/info,https://www.google.com/maps?q=1010%20S%20Freeway%2C%20Tucson%2C%20AZ%2085745
Nature Med - Tucson,"5390 W Ina Rd  Tucson, AZ",(520) 620-9123,https://dutchie.com/dispensary/nature-med-tucson/info,https://www.google.com/maps?q=5390%20W%20Ina%20Rd%2C%20Tucson%2C%20AZ%2085743
Greenmed Wellness Center - Tucson,"6464 E Tanque Verde Rd  Tucson, AZ",(520) 886-2484,https://dutchie.com/dispensary/greenmed-wellness-center-tucson/info,https://www.google.com/maps?q=6464%20E%20Tanque%20Verde%20Rd%2C%20Tucson%2C%20AZ%2085715
Trulieve of Tucson,"4659 E 22nd St  Tucson, AZ",(520) 640-4600,https://dutchie.com/dispensary/trulieve-tucson/info,https://www.google.com/maps?q=4659%20E%2022nd%20St%2C%20Tucson%2C%20AZ%2085711
Earth's Healing (South),"2075 E Benson Hwy  Tucson, AZ",(520) 373-5779,https://dutchie.com/dispensary/earths-healing-south/info,https://www.google.com/maps?q=2075%20E%20Benson%20Hwy%2C%20Tucson%2C%20AZ%2085714
Earth's Healing (North),"78 W River Rd  Tucson, AZ",(520) 253-7198,https://dutchie.com/dispensary/earths-healing-north/info,https://www.google.com/maps?q=78%20W%20River%20Rd%2C%20Tucson%2C%20AZ%2085704
Harvest of Tucson - Blenman - Elm,"2734 E Grant Rd  Tucson, AZ",(520) 314-9420,https://dutchie.com/dispensary/harvest-of-tucson/info,https://www.google.com/maps?q=2734%20E%20Grant%20Rd%2C%20Tucson%2C%20AZ%2085716
The Higher Path - Armstrong,"2580 Pleasant Valley Blvd  Armstrong, BC",+1 250-546-9868,https://dutchie.com/dispensary/the-higher-path-armstrong/info,https://www.google.com/maps?q=2580%20Pleasant%20Valley%20Blvd%2C%20Armstrong%2C%20BC%20V0E%201B0
Curaleaf (AZ) - Tucson,"4695 N Oracle Rd  Tucson, AZ",(520) 293-3315,https://dutchie.com/dispensary/curaleaf-tucson/info,https://www.google.com/maps?q=4695%20N%20Oracle%20Rd%2C%20Tucson%2C%20AZ%2085705
Green Canoe Cannabis,"7390 50 St NE  Canoe, BC",+1 250-833-5385,https://dutchie.com/dispensary/green-canoe-cannabis/info,https://www.google.com/maps?q=7390%2050%20St%20NE%2C%20Canoe%2C%20BC%20V0E%201K0
Inspired Cannabis - Salmon Arm,"1151 10 Ave SW Unit# 246 Salmon Arm, BC",+1 778-489-0415,https://dutchie.com/dispensary/inspired-cannabis-salmon-arm/info,https://www.google.com/maps?q=1151%2010%20Ave%20SW%2C%20Unit%23%20246%2C%20Salmon%20Arm%2C%20BC%20V1E%201T3
Story Williams,"341 E Rte 66  Williams, AZ",(928) 638-5831,https://dutchie.com/dispensary/story-of-arizona-williams/info,https://www.google.com/maps?q=341%20E%20Rte%2066%2C%20Williams%2C%20AZ%2086046
THIS IS CANNABIS (Abbotsford),"2070 Sumas Way  Abbotsford, BC",+1 604-744-9884,https://dutchie.com/dispensary/this-is-cannabis-abbotsford/info,https://www.google.com/maps?q=2070%20Sumas%20Way%2C%20Abbotsford%2C%20BC%20V2S%202C7
Flora Cannabis - Vernon,"5301 25 Ave  Vernon, BC",+1 778-475-0014,https://dutchie.com/dispensary/flora-cannabis-vernon/info,https://www.google.com/maps?q=5301%2025%20Ave%2C%20Vernon%2C%20BC%20V1T%209R1
High Arrow Cannabis,"1502 Columbia Ave  Castlegar, BC",+1 778-460-4458,https://dutchie.com/dispensary/High-Arrow-Cannabis/info,https://www.google.com/maps?q=1502%20Columbia%20Ave%2C%20Castlegar%2C%20BC%20V1N
Spiritleaf (Vernon),"2500 53 Ave 102 Vernon, BC",+1 236-426-2230,https://dutchie.com/dispensary/spiritleaf-vernon/info,https://www.google.com/maps?q=2500%2053%20Ave%2C%20102%2C%20Vernon%2C%20BC%20V1T%208H9
The Green Den Retail Cannabis,"3968 Squilax-Anglemont Rd  Scotch Creek, BC",+1 236-836-0601,https://dutchie.com/dispensary/the-green-den-retail-cannabis/info,https://www.google.com/maps?q=3968%20Squilax-Anglemont%20Rd%2C%20Scotch%20Creek%2C%20BC%20V0E%201M5
Inspired Cannabis - Abbotsford,"32500 South Fraser Way 180 Abbotsford, BC",+1 604-744-2127,https://dutchie.com/dispensary/inspired-cannabis-abbotsford/info,https://www.google.com/maps?q=32500%20South%20Fraser%20Way%2C%20180%2C%20Abbotsford%2C%20BC%20V2T%201X3
Plenty of Time,"1861 Island Hwy  Campbell River, BC",+1 778-346-1313,https://dutchie.com/dispensary/plenty-of-time/info,https://www.google.com/maps?q=1861%20Island%20Hwy%2C%20Campbell%20River%2C%20BC%20V9W%203L9
Studio Cannabis,"3109 30th Ave  Vernon, BC",+1 236-426-3611,https://dutchie.com/dispensary/studio-cannabis/info,https://www.google.com/maps?q=3109%2030th%20Ave%2C%20Vernon%2C%20BC%20V1T%202C4
Pacific Sea Weed Cannabis Co.,"2207 Glenmore Rd  Campbell River, BC",+1 778-420-0420,https://dutchie.com/dispensary/pacific-sea-weed-co/info,https://www.google.com/maps?q=2207%20Glenmore%20Rd%2C%20Campbell%20River%2C%20BC%20V9H%201E1
Kootenay Cannabis (Castlegar),"1306 Columbia Ave  Castlegar, BC",+1 250-365-5669,https://dutchie.com/dispensary/kootenay-cannabis/info,https://www.google.com/maps?q=1306%20Columbia%20Ave%2C%20Castlegar%2C%20BC%20V1N%202L2
CannaLand,"595 18 St  Castlegar, BC",+1 778-460-0080,https://dutchie.com/dispensary/baked-goods/info,https://www.google.com/maps?q=595%2018%20St%2C%20Castlegar%2C%20BC%20V1N%202N1
Daima Cannabis,"4728 52 St NW  Chetwynd, BC",+1 250-788-2687,https://dutchie.com/dispensary/daima-cannabis/info,https://www.google.com/maps?q=4728%2052%20St%20NW%2C%20Chetwynd%2C%20BC%20V0C%201J0
The Higher Path - Castlegar,"2032 Columbia Ave  Castlegar, BC",+1 778-460-0327,https://dutchie.com/dispensary/the-higher-path-castlegar/info,https://www.google.com/maps?q=2032%20Columbia%20Ave%2C%20Castlegar%2C%20BC%20V1N%202W7
THIS IS CANNABIS (Chilliwack),"7670 Vedder Rd  Chilliwack, BC",+1 604-846-7793,https://dutchie.com/dispensary/this-is-cannabis/info,https://www.google.com/maps?q=7670%20Vedder%20Rd%2C%20Chilliwack%2C%20BC%20V2R%204G9
Seed & Stone (Chilliwack),"8050 Lickman Rd  Chilliwack, BC",+1 604-392-7772,https://dutchie.com/dispensary/seed-and-stone1/info,https://www.google.com/maps?q=8050%20Lickman%20Rd%2C%20Chilliwack%2C%20BC%20V2R%203Z9
Warmland Cannabis (Cobble Hill),"3541 Cobble Hill Rd  Cobble Hill, BC",+1 250-929-0302,https://dutchie.com/dispensary/warmland-cannabis-centre/info,https://www.google.com/maps?q=3541%20Cobble%20Hill%20Rd%2C%20Cobble%20Hill%2C%20BC%20V0R%201L5
1904 Cannabis - Shawnigan Lake,"1770 Shawnigan Lake-Mill Bay Rd  Shawnigan Lake, BC",+1 250-929-0444,https://dutchie.com/dispensary/1904-cannabis-shawnigan-lake/info,https://www.google.com/maps?q=1770%20Shawnigan%20Lake-Mill%20Bay%20Rd%2C%20Shawnigan%20Lake%2C%20BC%20V0R%202W0
Bohemian Cannabis Co - Port Moody,"3034 St Johns St  Port Moody, BC",+1 604-420-7705,https://dutchie.com/dispensary/bohemian-cannabis-co-port-moody/info,https://www.google.com/maps?q=3034%20St%20Johns%20St%2C%20Port%20Moody%2C%20BC%20V3H%202C5
Truth + Alibi,"2410 Beacon Ave  Sidney, BC",+1 778-351-4372,https://dutchie.com/dispensary/truth-alibi/info,https://www.google.com/maps?q=2410%20Beacon%20Ave%2C%20Sidney%2C%20BC%20V8L%201X4
Herb And Smoke Shop Inc. (Courtenay),"143 5th St  Courtenay, BC",+1 250-898-8489,https://dutchie.com/dispensary/herb-and-smoke-shop-inc-courtenay/info,https://www.google.com/maps?q=143%205th%20St%2C%20Courtenay%2C%20BC%20V9N%201J3
Coast Range Cannabis - Courtenay,"444 Lerwick Rd 301 Courtenay, BC",+1 250-331-0645,https://dutchie.com/dispensary/coast-range-cannabis-courtnay/info,https://www.google.com/maps?q=444%20Lerwick%20Rd%2C%20301%2C%20Courtenay%2C%20BC%20V9N%207R3
Urban Glass,"143 5th St  Courtenay, BC",+1 250-898-8489,https://dutchie.com/dispensary/urban-glass/info,https://www.google.com/maps?q=143%205th%20St%2C%20Courtenay%2C%20BC%20V9N%201J3
Imagine Cannabis - Burquitlam,"552 Clarke Rd 105 Coquitlam, BC",+1 604-492-0355,https://dutchie.com/dispensary/imagine-cannabis-burquitlam/info,https://www.google.com/maps?q=552%20Clarke%20Rd%2C%20105%2C%20Coquitlam%2C%20BC%20V3J%203X5
Muse Cannabis (Deep Cove),"385 Dollarton Hwy N  North Vancouver, BC",+1 778-340-9420,https://dutchie.com/dispensary/muse-cannabis-deep-cove/info,https://www.google.com/maps?q=385%20Dollarton%20Hwy%20N%2C%20North%20Vancouver%2C%20BC%20V7G%201M9
Muse Cannabis (Maple Ridge),"20395 Lougheed Hwy.  Maple Ridge, BC",+1 604-457-0420,https://dutchie.com/dispensary/muse-cannabis-maple-ridge/info,https://www.google.com/maps?q=20395%20Lougheed%20Hwy.%2C%20Maple%20Ridge%2C%20BC%20V2X%202P9
Bohemian Cannabis Co - New Westminster,"710 12th St  New Westminster, BC",+1 604-520-0092,https://dutchie.com/dispensary/bohemian-cannabis-co-new-west/info,https://www.google.com/maps?q=710%2012th%20St%2C%20New%20Westminster%2C%20BC%20V3M%204J6
Seed & Stone (Pitt Meadows),"19800 Lougheed Hwy. 725 Pitt Meadows, BC",+1 778-670-0100,https://dutchie.com/dispensary/seed-and-stone-pitt-meadows/info,https://www.google.com/maps?q=19800%20Lougheed%20Hwy.%2C%20725%2C%20Pitt%20Meadows%2C%20BC%20V3Y%202W1
Queens Cannabis Co | Online Delivery / New Westminster,"540 Ewen Ave  New Westminster, BC",+1 604-540-2800,https://dutchie.com/dispensary/queensborough-cannabis/info,https://www.google.com/maps?q=540%20Ewen%20Ave%2C%20New%20Westminster%2C%20BC%20V3M%205B8
UEM - Langley,"8860 201 St 102 Langley City, BC",+1 778-298-8653,https://dutchie.com/dispensary/uem-victoria/info,https://www.google.com/maps?q=8860%20201%20St%2C%20102%2C%20Langley%20City%2C%20BC%20V2Y%200C8
Warmland Cannabis (Whipple Tree),"4715 Trans-Canada Hwy  Duncan, BC",(866) 336-4367,https://dutchie.com/dispensary/warmland-cannabis/info,https://www.google.com/maps?q=4715%20Trans-Canada%20Hwy%2C%20Duncan%2C%20BC%20V9L%206E1
Blunt Cannabis,"1433 Lonsdale Ave 127 North Vancouver, BC",+1 778-340-4100,https://dutchie.com/dispensary/blunt-cannabis/info,https://www.google.com/maps?q=1433%20Lonsdale%20Ave%2C%20127%2C%20North%20Vancouver%2C%20BC%20V7M%202H9
Kootenay Cannabis (Kingsway - Vancouver),"2076 Kingsway  Vancouver, BC",+1 604-423-5686,https://dutchie.com/dispensary/kootenay-cannabis-kingsway/info,https://www.google.com/maps?q=2076%20Kingsway%2C%20Vancouver%2C%20BC%20V5N%202T3
Affinity Cannabis,"5403 Victoria Dr  Vancouver, BC",+1 604-834-3989,https://dutchie.com/dispensary/affinity-cannabis/info,https://www.google.com/maps?q=5403%20Victoria%20Dr%2C%20Vancouver%2C%20BC%20V5P%203V9
Lift Cannabis - Vancouver,"2983 Rupert St  Vancouver, BC",+1 778-312-2200,https://dutchie.com/dispensary/lift-cannabis-vancouver/info,https://www.google.com/maps?q=2983%20Rupert%20St%2C%20Vancouver%2C%20BC%20V5M%203T8
Imagine Cannabis - Lynn Valley,"1199 Lynn Valley Rd 124 North Vancouver, BC",+1 236-551-1177,https://dutchie.com/dispensary/imagine-cannabis-lynn-valley/info,https://www.google.com/maps?q=1199%20Lynn%20Valley%20Rd%2C%20124%2C%20North%20Vancouver%2C%20BC%20V7J%203H2
Inspired Cannabis - Delta,"8077 120 St #120 Delta, BC",+1 236-598-9954,https://dutchie.com/dispensary/inspired-cannabis-delta/info,https://www.google.com/maps?q=8077%20120%20St%2C%20%23120%2C%20Delta%2C%20BC%20V4C%206P7
Imagine Cannabis - Courtenay,"625 Cliffe Ave  Courtenay, BC",+1 250-871-2068,https://dutchie.com/dispensary/imagine-cannabis-courtenay/info,https://www.google.com/maps?q=625%20Cliffe%20Ave%2C%20Courtenay%2C%20BC%20V9N%202J6
Local Cannabis Co. - Kingsway,"726 Kingsway  Vancouver, BC",+1 604-336-9569,https://dutchie.com/dispensary/local-cannabis-co-kingsway/info,https://www.google.com/maps?q=726%20Kingsway%2C%20Vancouver%2C%20BC%20V5V%203C1
Village Bloomery East Hastings,"2139 E Hastings St  Vancouver, BC",+1 778-379-6009,https://dutchie.com/dispensary/village-bloomery-east-hastings/info,https://www.google.com/maps?q=2139%20E%20Hastings%20St%2C%20Vancouver%2C%20BC%20V5L%201V2
Spiritleaf (Maple Ridge),"22709 Lougheed Hwy  Maple Ridge, BC",+1 604-476-2076,https://dutchie.com/dispensary/spiritleaf-maple-ridge/info,https://www.google.com/maps?q=22709%20Lougheed%20Hwy%2C%20Maple%20Ridge%2C%20BC%20V2X%202V6
4Twenty Cannabis,"3441 Kingsway  Vancouver, BC",+1 604-564-9420,https://dutchie.com/dispensary/4twenty-cannabis/info,https://www.google.com/maps?q=3441%20Kingsway%2C%20Vancouver%2C%20BC%20V5R%205L3
4Twenty Cannabis (Nanaimo Street),"1747 Nanaimo St  Vancouver, BC",+1 604-564-9333,https://dutchie.com/dispensary/4twenty-cannabis-nanaimo-street/info,https://www.google.com/maps?q=1747%20Nanaimo%20St%2C%20Vancouver%2C%20BC%20V5N%205C1
UEM - Vancouver,"1605 Renfrew St  Vancouver, BC",+1 604-336-4818,https://dutchie.com/dispensary/uem-cannabis/info,https://www.google.com/maps?q=1605%20Renfrew%20St%2C%20Vancouver%2C%20BC%20V5K%204C9
Queens Cannabis Co | Surrey / Delta,"7227 120 St  Delta, BC",+1 604-288-8034,https://dutchie.com/dispensary/queensborough-delta/info,https://www.google.com/maps?q=7227%20120%20St%2C%20Delta%2C%20BC%20V4C%206P5
Teddys Little Cannabis Co.,"6945 Victoria Dr  Vancouver, BC",+1 604-336-9707,https://dutchie.com/dispensary/local-cannabis-co-victoria-dr/info,https://www.google.com/maps?q=6945%20Victoria%20Dr%2C%20Vancouver%2C%20BC%20V5P%203Y7
Marigolds Cannabis,"231 Abbott St  Vancouver, BC",+1 604-423-4748,https://dutchie.com/dispensary/marigolds-cannabis/info,https://www.google.com/maps?q=231%20Abbott%20St%2C%20Vancouver%2C%20BC%20V6B%202K7
Canapa Sky Cannabis Co,"211 E 16th Ave  Vancouver, BC",+1 604-620-9030,https://dutchie.com/dispensary/canapa-sky-cannabis-co/info,https://www.google.com/maps?q=211%20E%2016th%20Ave%2C%20Vancouver%2C%20BC%20V5T%202T5
East Side Cannabis,"369 Columbia St  Vancouver, BC",+1 236-466-0613,https://dutchie.com/dispensary/east-side-cannabis/info,https://www.google.com/maps?q=369%20Columbia%20St%2C%20Vancouver%2C%20BC%20V6A%202R7
Coastal Green - Dunsmuir St.,"565 Dunsmuir St  Vancouver, BC",+1 604-428-5065,https://dutchie.com/dispensary/coastal-green-dunsmuir-st/info,https://www.google.com/maps?q=565%20Dunsmuir%20St%2C%20Vancouver%2C%20BC%20V6B%201Y4
Quantum 1 Cannabis - North Vancouver,"820 Marine Dr  North Vancouver, BC",+1 778-340-9160,https://dutchie.com/dispensary/quantum-cannabis-north-vancouver/info,https://www.google.com/maps?q=820%20Marine%20Dr%2C%20North%20Vancouver%2C%20BC%20V7P%201T6
WestCanna - West Broadway,"700 W Broadway  Vancouver, BC",+1 604-566-5577,https://dutchie.com/dispensary/westcanna-west-broadway/info,https://www.google.com/maps?q=700%20W%20Broadway%2C%20Vancouver%2C%20BC%20V5Z%203J2
Muse Cannabis (Granville & Pender),"460 Granville St  Vancouver, BC",+1 604-558-2141,https://dutchie.com/dispensary/muse-cannabis-downtown/info,https://www.google.com/maps?q=460%20Granville%20St%2C%20Vancouver%2C%20BC%20V6C%201V4
Coastal Green - Main St,"208 E 16th Ave  Vancouver, BC",+1 604-336-0290,https://dutchie.com/dispensary/coastal-green-vancouver/info,https://www.google.com/maps?q=208%20E%2016th%20Ave%2C%20Vancouver%2C%20BC%20V5T%202T4
Inspired Cannabis - House of Brands,"1032 Robson St  Vancouver, BC",+1 604-428-5112,https://dutchie.com/dispensary/inspired-cannabis-house-of-brands/info,https://www.google.com/maps?q=1032%20Robson%20St%2C%20Vancouver%2C%20BC%20V6E%201A7
Canntina,"725 Nelson St  Vancouver, BC",+1 604-565-2266,https://dutchie.com/dispensary/canntina/info,https://www.google.com/maps?q=725%20Nelson%20St%2C%20Vancouver%2C%20BC%20V6Z%201A8
Camino Cannabis,"7291 Fraser St  Vancouver, BC",+1 604-423-9298,https://dutchie.com/dispensary/camino-cannabis/info,https://www.google.com/maps?q=7291%20Fraser%20St%2C%20Vancouver%2C%20BC%20V5X%203V8
La Canapa - Mount Pleasant,"2549 Main St  Vancouver, BC",+1 604-675-2170,https://dutchie.com/dispensary/la-canapa-mount-pleasant/info,https://www.google.com/maps?q=2549%20Main%20St%2C%20Vancouver%2C%20BC%20V5T%203E5
Water Street Cannabis,"348 Water St  Vancouver, BC",+1 236-466-1424,https://dutchie.com/dispensary/water-street-cannabis/info,https://www.google.com/maps?q=348%20Water%20St%2C%20Vancouver%2C%20BC%20V6B%201E5
Dutch Love - Main Street,"4296 Main St  Vancouver, BC",+1 604-423-4296,https://dutchie.com/dispensary/dutch-love-main-street/info,https://www.google.com/maps?q=4296%20Main%20St%2C%20Vancouver%2C%20BC%20V5V%203P9
Dutch Love - Yaletown,"1120 Hamilton St 106 Vancouver, BC",+1 604-200-4868,https://dutchie.com/dispensary/dutch-love-yaletown/info,https://www.google.com/maps?q=1120%20Hamilton%20St%2C%20106%2C%20Vancouver%2C%20BC%20V6B%202S2
Canntina Mail Order,"725 Nelson St  Vancouver, BC",+1 604-565-2266,https://dutchie.com/dispensary/dreas-test-dispo/info,https://www.google.com/maps?q=725%20Nelson%20St%2C%20Vancouver%2C%20BC%20V6Z%201A8
Quantum 1 Cannabis - Vancouver Cambie,"5528 Cambie St  Vancouver, BC",+1 778-737-3628,https://dutchie.com/dispensary/quantum-1-vancouver-cambie/info,https://www.google.com/maps?q=5528%20Cambie%20St%2C%20Vancouver%2C%20BC%20V5Z%203A2
